,source,freq,statement,veracity,length
6975,MacIver Institute,1,"""Gov. Scott Walker (is) more than halfway to (his) 250,000 jobs goal.""",Pants on Fire!,70
6980,Americans United for Life,1,"""In 2010 alone, 1,270 infants were reported to have died following attempted abortions and notably that is only one year.""",False,122
6991,Ban the Box RI,1,"""In Rhode Island, 28 percent of adults released from state prisons are re-incarcerated within a year.""",True,102
6998,Michele Walsh,1,"""Within the three miles surrounding the University Circle area, infant mortality exceeds some Third World countries.""",True,117
7021,Jeff Tittel,2,"""A report by the US General Accountability Office (GAO) in 2008 found that the disposal of Katrina wastes by AshBritt in the south resulted in the creation of contaminated sites along the Gulf Coast and two new Superfund sites in New Orleans.""",Pants on Fire!,243
7034,Bishop Thomas Tobin,2,"""Any legislative action that is taken now could very well be rendered completely null and void by the decision of the Supreme Court expected this June.""",False,152
7035,Progress Ohio,1,"""It is legal in Ohio to fire an employee or evict a tenant just for being gay.""",True,79
7045,Sheila Oliver,1,"""In 2011 alone, 269 New Jerseyans were killed by gun violence.""",True,63
7058,Carlos Trujillo,1,"""This (parent trigger) legislation was drafted by President Obama's top advisers. It was drafted by President Clinton’s top advisers.""",False,134
7071,Liberals Are Cool,1,"""Q: What do these ‘Patriotic' Americans have in common? A: They are all Draft Dodgers.""",Pants on Fire!,87
7072,Larry Valencia,1,"""Do you know that, statistically, when you take the SAT a second time, one third of the people that take the SAT, even if they've been studying, will get a lower score than they did the first time around?""",True,205
7079,Evan Goyke,1,"""The hole in the earth that’s going to be dug (for the proposed Gogebic mine) is bigger than my entire district.""",True,113
7083,Harry Reid,3,"""In the last two years, we have reduced the deficit by $2.5 trillion.""",False,70
7092,Frank Keating,1,"""In the United States, 50 percent of social services are provided by the Catholic church.""",False,90
7096,Julian Bond,1,"""The incidents of threats against (President Barack Obama) are greater than for any other president in modern times.""",False,117
7099,SEIU,1,"""There is no clinical evidence that vaccinating healthcare workers protects patients.""",False,86
7113,Ron Book,1,"""Super Bowl L by everybody's estimation is a $500 million economic impact to the state of Florida.""",False,99
7122,Nan Orrock,1,"""More than 80 percent of Americans believe we need to have universal background checks.""",True,88
7124,Dianne Feinstein,1,"""We have no regulation of drones in the United States in their commercial use.""",False,79
7133,Christopher Blazejewski,2,"""In 32 other states and Washington D.C., they [voters] can avoid the wait by voting before Election Day.""",True,105
7143,James Florio,1,"""We have over 300,000,000 weapons, firearms in this country. That’s almost as big as the population.""",True,101
7177,My City Bikes,2,"""This is a test of the fact-checking widget.""",False,45
7197,Bill Jackson,1,"""There’s more murders with hammers last year than...shotguns and pistols and AK-47s.""",Pants on Fire!,85
7208,Wayne LaPierre,1,"""Phoenix is already one of the kidnapping capitals of the world.""",False,65
7210,Dave Joyce,2,"""There are 3 million jobs that go vacant each month in this country.""",True,69
7224,Edith Ajello,2,"""Lots of studies seem to indicate that minors find it very easy to get marijuana, easier than to get alcohol.""",False,110
7230,Keith Faber,2,"""Ohio companies export more goods and services globally than 41 other states.""",True,78
7266,Dan Becker,1,"""This is the first time since Roe was decided in 1973 that a court has granted personhood status to the preborn.""",False,113
7281,Rob Woodall,1,"""Forty-seven percent of (members of Congress) are millionaires.""",True,64
7287,Central Falls Police Department,1,"""Statistics show one male cat can father 420,000 kittens in five years.""",Pants on Fire!,72
7299,Thomas Lindsay,1,"""Approximately 43 percent of all college grades today are A's, an increase of 28 percentage points since 1960.""",True,111
7305,Marcia Fudge,3,"""When George Bush became president of the United States, 17 million people were in poverty. When he left, 30 million people were in poverty.""",False,141
7319,National Organization for Marriage,2,"""Religious groups like Knights of Columbus have been forced to allow same-sex marriage ceremonies in their facilities, against their beliefs.""",Pants on Fire!,142
7336,Mike Polensek,1,"""It is ironic that (First Energy Corp. is) going to have a name on our (football stadium) where we (Cleveland Public Power) supply the electricity.""",True,148
7348,Protect Families First,1,"""The average age of first marijuana use is 12.""",False,47
7350,John  Kitzhaber,2,"""It costs $10,000 a year to keep a child in school; it costs $30,000 a year to keep someone in prison.""",True,103
7353,William G. Batchelder,2,"""I am now the No. 2 member of this House in terms of length of service.""",True,72
7357,Tom Niehaus,2,"""Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.""",True,133
7360,Club for Growth,1,"""In Minnesota, well over 6,200 election-day registrations from 2008 proved fraudulent.""",False,87
7363,Providence City Council,1,"""Semi-automatic weapons, whether pistol or rifle, were designed for use by the military on the battlefield.""",False,108
7373,Dawson Hodgson,1,"""The amount of money that we put into running our own state legislature is nearly as much as we put into the University of Rhode Island.""",False,137
7383,James Bennett,1,"""Our numbers are going up at the airport.""",Pants on Fire!,42
7409,Jack Kingston,2,"""Connecticut has the fifth toughest gun control laws in the country, including an assault weapons ban that bans 35 different weapons.""",True,134
7410,Terry  Russell,1,"""Individuals with mental illnesses die an average of 25 years earlier than those without a mental illness.""",True,107
7414,Deepwater Wind,1,"""Did U know? Block Island Wind Farm would mean 40% est. drop in BI electric rates.""",True,83
7415,Ginny Burdick,1,"""Even hunters are restricted from using large capacity magazines: there is a five cartridge limit for large game hunting, and three for bird hunting.""",True,150
7417,Kevin Reilly,1,"""Faculty salaries at UW System institutions have now fallen more than 18 percent below the national average.""",True,109
7423,Zell Miller,1,"""[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.""",False,89
7428,The Campaign to Fix the Debt,1,"""If lawmakers fail to avert the fiscal cliff, 18 percent of the federal money that is sent to the states will be eliminated.""",False,125
7437,Mike Tate,1,"""Scott Walker has even removed the 250,000 jobs promise from his website.""",False,74
7438,ACLU Foundation of Georgia,1,"""In the last 15 years, we've witnessed a dramatic expansion in the jailing of immigrants, from about 70,000 people detained annually to about 400,000.""",True,151
7458,Frank Lautenberg,2,"""In 2008, tourism brought in $38 billion dollars and supported more than 300,000 jobs in the state of New Jersey.""",True,114
7459,Lincoln Chafee,3,"""The five economic indicators that the federal government tracks - for the first time since August 2006 - were positive this October.""",True,134
7461,Mike DeWine,1,"""A man using bath salts reported that raccoons had set fire inside his home and stolen his cell phone.""",True,103
7479,Pam Bondi,3,"""National studies are already showing the negative effects that the health care law is having on businesses and our economy. Businesses across the country are raising their prices … (or) cutting jobs as a result of the added cost.""",False,231
7484,Jobs Ohio,1,"""In the past year alone, Ohio businesses have created more jobs than almost every other state in the country.""",True,110
7490,"Joseph ""Joe"" Deshotel",1,"""There is no evidence that poor people abuse drugs more frequently than any other socio-economic group.""",False,104
7501,Health First Wisconsin,1,"""Wisconsin is the only state that allows parents or guardians to purchase alcohol for their children – regardless of whether that child is seven or 20 years old – at bars and restaurants.""",False,188
7506,We the People petition,1,"""In one county alone in Ohio, President Obama received 106,258 votes. But there were only 98,213 eligible voters.""",Pants on Fire!,114
7510,Lamar Alexander,3,"""More Tennesseans have hunting and fishing licenses than vote.""",False,63
7523,Clayton County Government,1,"""Clayton County offers the lowest operating millage rate in Metro Atlanta.""",False,75
7541,People's Majority,1,"""Sheldon Whitehouse [got] a secret closed-door briefing, warning of the [2008 economic] crash.""",Pants on Fire!,95
7553,Connie Mack,3,"""Bill Nelson actually voted in favor of higher taxes 272 times.""",False,64
7585,Tom  Kean Jr.,2,"""New Jersey is the only state in the union that spent less on higher education than it did at the beginning of the decade.""",False,123
7597,Johnny Isakson,3,"""One industry in America has increased its employment base in the last four years by 176,000 people: the United States government.""",True,131
7598,Bill Bradbury,1,"""If Buehler were elected, our vote-by-mail system would be at risk.""",Pants on Fire!,68
7606,Diane Hurley,1,"""Connecticut's take on slot machines is 25 cents on the dollar. And the state's take on table games:  zero.""",True,108
7629,Paul Hirschbiel,1,"""Virginia papers called (Scott) Rigell’s campaign ‘Mostly False.’""",Pants on Fire!,66
7634,Betty Sutton,3,"""Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.""",True,77
7662,Connie Mack,3,"""Bill Nelson voted for higher taxes 150 times.""",False,47
7691,Senior Citizens League,1,""" … if the Agreement goes into effect, the millions of Mexican citizens who will become eligible for Social Security benefits may have a far stronger claim to benefits and protection against cuts than U.S. citizens!""",False,216
7699,John G. Morgan,1,"""Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.""",True,145
7742,Robert Menendez,2,"""When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against women’s health care in our state.""",True,176
7746,Jim Kyle,1,"""All legislative mail, from the content to the timing, is approved by the speaker's office.""",False,92
7758,Frank Guinta,1,"""Carol Shea-Porter … wants to increase taxes on small business and job creators.""",False,81
7797,National Women's Law Center,1,"""In every state, women are paid less than men.""",True,47
7814,Bob Corker,1,"""We haven’t passed a budget in more than three years and not a single appropriations bill has been brought to the floor this year.""",True,131
7822,Jennifer Beck,3,"""We have more people working in the state of New Jersey today than we've ever had in our history.""",False,98
7842,Karen Handel,3,"""The truth is, Planned Parenthood does not provide mammograms. Planned Parenthood refers women to mammography providers, serving as the middlewoman, if you will.""",True,162
7879,Education Action Group,1,"""Portland Schools spend $500K to deem PB&J sandwiches racist.""",Pants on Fire!,62
7887,Menendez Facts,1,"""Sen. Bob Menendez voted to enact a new tax on the sale of homes of 3.8%.""",Pants on Fire!,74
7903,Marcia Fudge,3,"""In Cuyahoga County ... 56 percent of weekend voters in 2008 were African American while adult African Americans comprise 28 percent of the county population.""",True,159
7905,Bill Kennemer,1,"""We just don't want to get to be like Louisiana, where you have drive-up daiquiri shops.""",True,89
7913,Leonard Lance,2,"""The Senate has not passed a budget in more than three years, not a good budget, not a bad budget, no budget.""",True,110
7917,It's Still a Bad Idea,1,"""This would be the largest casino in the United States.""",Pants on Fire!,56
7954,Choose: New Jersey,1,"""We have more scientists and engineers per square mile than anywhere in the world.""",True,83
7972,Cory Booker,2,"""The first (state) budget that came out of our Republican leadership slashed funding to Planned Parenthood...It resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state.""",True,238
8036,Wayne Powell,1,"""This year, Eric Cantor has received more money from oil companies than any other member of Congress.""",False,102
8076,Martavius Jones,1,"""From a standpoint of the county government, neither school system has received an increase in funding over the past six years.""",True,128
8087,American Civil Liberties Union of Florida,1,"""13,000 Floridians are able to vote -- but their governor won't tell them.""",False,75
8111,Anna Little,1,"""We actually made history in 2010. We came the closest in 24 years to defeating Frank Pallone.""",False,95
8123,Tommy Thompson,3,"""I have voted every year in Wisconsin.""",False,39
8133,Jay Carney,1,"""Gov. Romney himself, with 28 other Republican governors, supported policies that would have eliminated the time limits in the welfare reform law and allowed people to stay on welfare forever.""",False,193
8174,Sanford Bishop,1,"""There are close to 900,000 unemployed veterans in America right now.""",True,70
8179,Shirley Turner,1,"""The judicial system is the most underfunded in this state, able to only pay 52 percent of its obligations. Meanwhile, judges get some of the richest pensions of all public employees.""",True,184
8190,Kelly  Ayotte,1,"""The president's first major foreign policy speech in Cairo was to apologize for our country.""",False,94
8210,Lou Ann Zelenik,1,"""Diane Black voted to fund Obamacare.""",False,38
8217,NARAL Pro-Choice America,3,"""In 2010, Mr. [Anthony] Gemma described himself as a 'pro-life' candidate. Now, he claims to be pro-choice.""",True,108
8250,Robert DiMuccio,1,"""Rhode Islanders pay among the highest auto repair bills in the nation.""",True,72
8282,Steve Doocy,2,"""If you make more than $250,000 a year … you only really take home about $125,000.""",False,83
8291,Joseph Kyrillos,2,"""We are not producing jobs. We created 80,000 jobs last month. We don't talk about the jobs that we lost. The net of it all is that we lost jobs.""",False,146
8298,Jeff Duncan,1,"""83% of doctors have considered leaving the profession because of #Obamacare.""",False,78
8343,Bill Weimer,1,"""Fireworks have never been safer, and their use continues to increase each year.""",True,81
8344,Don McIntire,1,"""We’re spending $12,000 bucks a kid a year in the school system.""",True,65
8359,Jennifer Beck,3,"""New Jersey's citizens are working at the highest rate in three years.""",False,71
8361,Helio Melo,2,"""People who wash cars at home will use approximately 80 percent more water than they do in a car wash.""",Pants on Fire!,103
8362,Ron Ramsey,2,"""(Environmentalists) said ‘We’re only going to stop coal mining above 2,000 feet.’ ... Well guess where all the coal in the state of Tennessee is? Above 2,000 feet.""",False,165
8365,Ron Wyden,2,"""Oregon schools receive millions of dollars per year in federal school lunch assistance and yet they are required to spend that money almost anywhere but Oregon.""",True,162
8377,Michael Doherty,3,"""There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used.""",True,171
8383,Paul Sarlo,1,"""The state's unemployment rate is fifth-highest in the country, a full point above the nationwide rate and higher than all of our...neighboring states.""",True,152
8394,Christopher Blazejewski,2,"""Under current law, if you go on a dating website and you say you're 32 and you're actually 42, you've committed a misdemeanor.""",True,128
8397,Lamar Alexander,3,"""Three of our cities are among the top five worst cities in the U.S. for asthma.""",True,81
8400,David Plouffe,1,"""Gov. Romney was very clear, he would veto the DREAM Act.""",True,58
8482,E.W. Jackson,1,"""In Galveston, Texas, they have allowed people to privatize part of their Social Security. And people are building wealth.""",True,123
8501,Bill Nelson,3,"""In the 2000 Florida election, at least 1,100 eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons. Many of those who were dropped showed up to vote and were told they could not.""",True,221
8511,Rodney Frelinghuysen,1,"""The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.""",True,91
8520,Tom Barrett,2,"""No one on my staff has ever been charged with a crime.""",False,56
8523,Dennis Algiere,1,"""The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios.""",True,105
8537,Dale Earnhardt Jr.,1,"""The Republican from Georgia [U.S. Rep. Jack Kingston], he hasn’t even been to a NASCAR race.""",True,94
8543,Joseph McNamara,1,"""In the state of Rhode Island 25 percent of our current physicians are graduates of for-profit medical schools.""",False,112
8546,Bob Gibbs,2,"""Water transportation is the most fuel efficient, least polluting, safest, and least expensive means of moving cargo.""",True,118
8554,William O'Brien,1,"""There’s 400 more people working in health care today in New Hampshire than when we passed the budget.""",False,103
8596,Mark Neumann,1,"""Victory! Republicans by 2 to 1 vote to endorse Mark Neumann on first ballot at GOP convention.""",False,96
8600,Craig James,1,"""Barack Obama and Hillary Clinton are negotiating with the United Nations about doing a treaty that will ban the use of firearms.""",Pants on Fire!,130
8627,Terry Gorman,2,"""When these [undocumented] students graduate from college, they're still illegal aliens. They cannot get a job.""",True,112
8654,Nia Gill,1,"""There has not been a Democratic woman in Congress from New Jersey in almost four decades.""",True,91
8695,David Dooley,1,"""We have to recognize that our salaries for faculty are the lowest in New England with the exception of the University of Maine.""",True,129
8699,Barbara Buono,2,"""Wisconsin lost more jobs over the past 12 months than any other state.""",True,72
8703,American Crossroads,1,"""After four years of a celebrity president … 85% (of recent college grads are) moving back in with their parents.""",False,114
8705,Joe Brown,1,"""Nobody is leaving Memphis. That's a myth.""",Pants on Fire!,43
8713,Joseph Kyrillos,2,"""In my years in the State Legislature, I have never voted for a tax increase.""",False,78
8723,Bill Haslam,1,"""Personal income is growing faster in Tennessee on average than any other state in the country.""",False,96
8733,Connie Mack,3,"""I have always said that I would be for drilling.""",Pants on Fire!,50
8737,H. Ford Gravitt,1,"""We don’t allow filming inside of the City Hall unless there is a specific reason.""",False,83
8760,Mike Dovilla,1,"""Tourism accounts for 439,000 jobs in the state of Ohio, and visitors spend $36 billion annually.""",True,98
8767,Jim Cooper,1,"""Congress as a whole is less popular than it’s been since polling was invented.""",True,80
8768,Jennifer Beck,3,"""The (ARC Tunnel) project was originally estimated to be $8.7 billion, and New Jersey alone was on the hook for all overruns.""",True,126
8780,Lisa Tomasso,1,"""Rhode Island’s exports have increased by 53 percent in the last two years.""",True,76
8798,Metro Atlanta Voter Education Network,1,"""[O]ver 200,000 ordinary citizens were given the opportunity to identify projects they preferred.""",True,98
8826,Weston Wamp,1,"""The average age of members of the House of Representatives is 57 years old.""",True,77
8832,Morgan Griffith,3,"""On most things except witch trials, Virginia will always have been first.""",False,75
8849,Doreen Costa,2,"""This is the only state in the country that bypassed the General Assembly to authorize [in-state tuition for undocumented immigrants].""",True,135
8859,Rashad Taylor,1,"""More children die in agricultural jobs than in any other industry.""",True,68
8871,New Jersey Republican State Committee,2,"""And the #jerseycomeback keeps rolling! Thanks to @GovChristie NJ now has lowest corruption risk of any state.""",False,111
8872,Eric Johnson,2,"""Obama tells Russia that he'll turn over America's defense system to them if re-elected.""",Pants on Fire!,89
8885,Pat Boone,2,"""Medicare will be bankrupt in nine years.""",False,42
8886,Dolores Gresham,1,"""Right now we have sufficient reserves to take care of Tennessee's lottery scholarship students for a few years more.""",False,118
8898,Jimmie T. Smith,1,"""It was found unconstitutional to drug test elected officials because it prevents us, as citizens, from having that First Amendment right.""",False,139
8909,Peter  Palumbo,1,"""Every poll you see, the overwhelming majority of people want [E-Verify].""",True,74
8911,Elliott Naishtat,1,"""More than half of the births in Texas are paid for by Medicaid.""",True,65
8921,Arthenia Joyner,1,"""When we passed (the stand your ground law), we said it portends horrific events when people's lives were put into these situations.""",True,133
8926,Susan Cole,1,"""New Jersey loses net, that is minus those who come into the state, 30,000 students a year.""",True,92
8934,Bill Pascrell,1,"""Ninety percent of the people who work in this country work for companies under 100 people, maybe even less than that.""",False,119
8950,Barry Hinckley,3,"""More than 27,000 Rhode Island jobs depend on trade with Canada.""",True,65
8954,Frank Wolf,1,"""In 1950, the average American lived for 68 years and 16 workers supported one retiree. Today, the average life expectancy is 78 and three workers support one retiree.""",True,168
8958,Pat Boone,2,"""This (Independent Payment Advisory Board) board can ration care and deny certain Medicare treatments so Washington can fund more wasteful spending.""",Pants on Fire!,149
8963,Robert Jacquard,1,"""There are a lot of casinos across the country that have gone bankrupt.""",True,72
8971,Kathleen Clyde,3,"""Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.""",True,113
8972,Hank Johnson,1,"""In the last two years, super PACs raised more than $180 million -- with roughly half of it coming from fewer than 200 super-rich people and roughly 20 percent from corporations.""",True,179
8985,Wayne DeAngelo,1,"""If we keep the minimum wage at the current level, then single-parent families earning the minimum wage at a full-time job will live in poverty in New Jersey.""",True,159
8996,David Axelrod,2,"""Tonight in Ohio, more people came out to vote for Barack Obama in an unopposed race than voted for (Mitt) Romney and (Rick) Santorum combined.""",False,144
9004,Ron Wyden,2,"""Between 1982 and 2007 the cost of a college education increased 439 percent.""",True,78
9023,Laurie Monnes Anderson,1,"""In 2010 about 75 percent of child abuse and neglect reports in Oregon were made by those required to report by law.""",True,117
9026,"Red, White and Blue Fund",1,"""Gingrich supported individual health insurance mandates.""",True,58
9041,Cory Booker,2,"""We've seen in this last year tremendous things happening, including our unemployment rate come down 2 percentage points.""",False,122
9043,Ken Allen,1,"""We have 395 inmates pushed into triple-bunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor.""",False,157
9067,Carol Hunstein,1,"""Our small staff of 51 is still fewer than we had a decade ago, yet our caseload -- like that of other courts -- has grown.""",True,124
9070,David Silverman,1,"""There are more atheists in the country right now than Jews, Muslims, Hindus and Buddhists combined and doubled.""",False,113
9105,Kathleen Clyde,3,"""'Wrong precinct' rules exacerbate our provisional ballot problems (and) HB 194 does nothing to solve the wrong-precinct problem.""",True,130
9109,Steve Rothman,2,"""The Republicans just voted last year to end Medicare.""",False,55
9114,John Duncan,1,"""Fewer than 10 percent of those in the House are what anyone would classify as wealthy.""",False,88
9124,U.S. Chamber of Commerce,2,"""Obamacare ... will kill jobs across America.""",False,46
9131,Glee,1,"""The U.S. Census believes that by 2030 the majority of Americans will use Spanish as their first language.""",Pants on Fire!,107
9133,Richard Licht,1,"""We aren't the only state cutting back on public television.""",True,61
9136,Jack Lew,1,"""You can't pass a budget in the Senate of the United States without 60 votes.""",False,78
9155,Ron Ramsey,2,"""This year’s redistricting has been the most open, interactive and transparent redistricting process in Tennessee history.""",False,123
9175,Kathleen Clyde,3,"""Ohio has one of the highest provisional ballot rates in the country, and many of them go uncounted each election.""",True,115
9179,Pete Hoekstra,1,"""Since ObamaCare and the stimulus passed, the unemployment rate in the U.S. has increased.""",False,91
9188,Randy Forbes,3,"""The national debt is equal to $48,700 for every American or $128,300 for every U.S. household. It is now equivalent to the size of our entire economy.""",True,152
9190,Armond Budish,1,"""We've seen more anti-women's choice bills introduced in the first half of this session than we've seen in the last three General Assemblies.""",True,142
9200,David Englin,1,"""A cashier earning $20,000 per year pays the same (Virginia) income tax rate as a hedge fund manager earning $20 million per year.""",False,131
9215,James Stegmaier,1,"""Chesterfield has eliminated more positions from its general government operations than the Commonwealth has from the entire state government since (fiscal) 2009.""",True,163
9216,Stephen Fincher,1,"""Studies show that if we opened one reserve in Alaska now, in five years, gas prices could be at $2 a gallon.""",False,110
9218,Travis Rowley,1,"""Martin Luther King was a Republican.""",False,38
9222,True The Vote,1,"""Eric Holder is supportive of the NAACP's efforts to get the United Nations involved in our elections.""",Pants on Fire!,103
9226,Chris  Bollwage,1,"""Our jobless rate, our unemployment rate, is the lowest of all of the big cities in New Jersey.""",False,96
9233,Rush Holt,2,"""Before this day is out, 18 more veterans will have taken their own lives.  That is the daily average, it is intolerable, and it has to stop.""",True,142
9240,Mitch Daniels,2,"""Nearly half of all persons under 30 did not go to work today.""",Pants on Fire!,63
9257,Tennessee Democratic Party,1,"""Tennessee’s grocery tax is one of the highest in the nation.""",True,62
9270,Charlotte Bergmann,1,"""Martin Luther King Jr. was a Republican.""",False,42
9272,Lou Greenwald,1,"""Under this tax cut, middle-class families don't save enough for a week's worth of groceries, while millionaires save enough to go on an exotic vacation.""",True,154
9295,Judy Manning,1,"""When [Mitt Romney] was the governor of Massachusetts, he performed 100 — and I’m not sure this number is right, but my mind says it’s about 180 gay marriages.""",Pants on Fire!,160
9314,Suzanne Bonamici,2,"""I also voted 98 percent of the time with Republicans in the Oregon Legislature.""",False,81
9315,Suzanne Bonamici,2,"""My opponent on day one of this campaign attacked me on Medicare and Medicare Advantage and that claim was found to be False.""",True,126
9319,Steve Cohen,1,"""The Republicans have never done anything really to balance the budget.""",Pants on Fire!,72
9345,Rob Cornilles,1,"""She’s voted for 60 tax increases, hurting the middle class and small businesses.""",Pants on Fire!,82
9351,Thomas Sgouros Jr.,1,"""[If] you apply for a job, the chances are 1 in 7 that you are going to be denied that job unfairly if everybody is forced to use E-Verify.""",False,140
9387,Declan O'Scanlon,1,"""Taxpayers earning $1 million pay an effective tax rate that is about four times what taxpayers earning $100,000 pay.""",True,118
9405,Eric Holder,1,"""After filing a lawsuit in Rhode Island, we reached an agreement with state agencies that resulted in more voters being registered in the first full month after our lawsuit than in the entire previous two-year reporting period.""",True,228
9413,Barry Hinckley,3,"""Our tax code is . . . 80,000 pages.""",False,37
9428,Michael Chippendale,1,"""Hydrogen sulfide . . . [was] used in the genocide of Jews in Germany. """,False,72
9431,Theresa Price,1,"""Rhode Island is leading our nation in foreclosures.""",False,53
9438,Michael Doherty,3,"""Following the catastrophic, cascading collapse of major investment banks on Wall Street in 2007.....Nobody was prosecuted, no hearings were held and no reforms were implemented.""",False,179
9466,Eugene McKenna,1,"""Rhode Island already gets more revenue per capita from gambling than any other state in the country.""",True,102
9491,Jon Stewart,2,"""When the country was founded, Congress had exactly the same attitude about the sanctity of Christmas celebrations that a 7-Eleven does today: 'Yeah, we're open.'""",Pants on Fire!,163
9497,Bear Education and Resource Group,1,"""99% of NJ voters do NOT support hunting.""",Pants on Fire!,42
9511,Frank Lautenberg,2,"""Last year we spent more than $40 billion on highways. And Lord knows we need that. But that's more than we spent on Amtrak in its entire 40-year history.""",True,155
9533,Lisa Baldelli-Hunt,1,"""Eighty-five percent . . . of Rhode Island tax returns that were filed for the year 2010 . . . were from individuals who earned $30,000 or less.""",Pants on Fire!,145
9564,Steve Rothman,2,"""Currently it costs more than a penny for the U.S. Mint to make a one cent coin and more than a nickel to make the five cent piece.""",True,132
9581,Crossroads GPS,3,"""(Stimulus money) went to critically important projects like studying ants in Africa.""",True,86
9583,Leonard Lance,2,"""When the national debt reaches $15 trillion, it means that U.S. debt-to-GDP ratio will reach 99.7 percent of our debt and this is $47,900 for every living American.""",True,166
9597,Philip Keefe,1,"""If they made no changes whatsoever, the [state employees pension] plan still had enough money to go forward for approximately the next 16 years.""",False,146
9606,David Mellon,1,"""The job [of correctional officer] lowers your life expectancy . . . Metropolitan did a study in, I believe it was 1998, and the life expectancy was 58.""",False,153
9624,Jim Webb,1,"""Ronald Reagan raised the national debt 18 times.""",True,50
9641,Steve LaTourette,1,"""The problem with invasive species today in the Great Lakes isn’t ballast water.""",True,81
9645,18% of the American public,1,"""This is a test of the Share the Facts widget.""",True,47
9646,Vincent Fort,1,"""If [Atlanta Mayor Kasim Reed] wants to be like Bull Connor, then so be it.""",Pants on Fire!,76
9652,Betty Sutton,3,"""Every day in the United States, we are losing 15 factories.""",True,61
9653,Johnny Isakson,3,"""The average homeowner spends more than $2,000 each year on energy costs – more than on either real estate taxes or homeowners insurance.""",True,138
9659,New Jersey Republican State Committee,2,"""Corrupt political bosses. Money laundering. Fraud. It’s just another day at the office for Vin Gopal.""",Pants on Fire!,103
9672,Robert Menendez,2,"""New Jersey alone, my home state, is facing a ten-and-a-half billion dollar shortfall in its 2012 fiscal budget. This means more cuts in state and local spending for education, which means our kids are hurt.""",False,208
9689,Nina Turner,2,"""The collective net worth of Americans has taken a $5.5 trillion hit ... mainly due to plummeting home values.""",True,111
9721,Occupy Providence,1,"""Minimum wage = $16,000/year CEO-Goldman Sachs (Lloyd Blankfein) $16,000/Hour.""",False,79
9749,Edith Ajello,2,"""Nearly half of all pregnancies in the U.S. are unintended.""",True,60
9754,James Langevin,1,"""Foster children are disproportionately victims of identity theft.""",False,67
9762,Mark Miller,2,"""Nearly 14,000 Wisconsinites have lost their job since Governor Walker and the Republicans took over in January.""",False,113
9772,Fred Karger,1,"""If a President Romney got a call from the president of the (Mormon church), he has no choice but to obey. It is obedience over family and country.""",Pants on Fire!,148
9785,David Quiroa,1,"""Under Governor Almond the RI DMV had a program that allowed undocumented [people to] use their Personal Tax Identification Number . . . to apply [for] and receive a RI driver’s license.""",True,187
9804,Edd Houck,1,"""Bryce Reeves chaired a group bankrolled by a New York billionaire who fired hundreds of Virginia workers and sent their jobs to China.""",False,136
9817,Eva Galambos,1,"""Not a single segment of the proposed Beltline intersects the MARTA system at MARTA stations.""",False,94
9820,Jorge Elorza,2,"""The reality is that we have roughly 15,000 undocumented immigrants living in the state...""",False,91
9829,Nick Tsiongas,1,"""Health care is the greatest contribution to spending increases in the state budget.""",True,85
9908,Gary Johnson,2,"""We're bankrupt.""",False,17
9922,Debbie Dooley,1,"""[Eighty-five percent] of the funds collected in each county will be redistributed elsewhere -- not spent in the county in which it is collected.""",False,146
9927,Chris  McCalla,1,"""An amazing 5,400 jobs were lost in the first 12 months of the (smoking) ban’s implementation in Ohio’s hospitality industry alone.""",False,132
9933,Save Our Springs Alliance,1,"""Ten years ago the Austin Water Utility used a total of 240.3 million gallons. Every summer since then our peak day of water use has been lower.""",True,145
9994,Democratic Party of Wisconsin,3,"""(U.S. Reps.) Paul Ryan, Sean Duffy and Reid Ribble are … shutting down town hall meetings, or making their constituents pay to attend them.""",Pants on Fire!,141
10002,Richard Tomlins,1,"""Mayor Fung wants to punish our children's education by removing 12 million dollars from current funding to pay for his private charter school. Your taxes would increase by between 6 and 8 percent per year.""",Pants on Fire!,207
10017,Robert Reich,1,"""The ratio of corporate profits to wages is now higher than at any time since just before the Great Depression.""",True,112
10027,Steve Southerland,2,"""The health insurance plan that (members of Congress) have is no different than any other federal employee's in the United States government.""",True,142
10029,Xavier Becerra,1,"""We've had 11,000 attempts to amend the Constitution since 1789.""",True,65
10042,Kevin O'Toole,1,"""As we near the 10th anniversary of the 9/11 terrorist attacks, we should not forget that some of the hijackers used New Jersey driver’s licenses to board those aircraft.""",False,171
10045,Doreen Costa,2,"""The studies have shown us that [drug testing for welfare recipients] will be saving us money""",False,94
